 dma_test_m2m 7 0x3000c000 0x30008000 0x800 0,FAIL : fail,20180729-162909
 dma_test_m2m 7 0x3000c000 0x30030000 0x800 0,FAIL : fail,20180729-162936
 dma_test_m2m 7 0x3000c000 0x300207c8 0x800 0,FAIL : fail,20180729-163012
 dma_test_m2m 7 0x3000c000 0x50008000 0x800 0,TIMEOUT,20180729-163236
 dma_test_m2m 7 0x300283e4 0x30008000 0x800 0,FAIL : fail,20180729-170321
