 spi_test_loopback 1000000 1 0 1 14 0 4096,TIMEOUT,20180728-215921
 spi_test_loopback 1000000 1 0 1 14 1 4096,TIMEOUT,20180728-220021
 spi_test_loopback 1000000 1 0 1 15 0 4096,TIMEOUT,20180728-220121
 spi_test_loopback 1000000 1 0 1 15 1 4096,TIMEOUT,20180728-220221
 spi_test_loopback 1000000 1 0 1 16 0 4096,TIMEOUT,20180728-220322
 spi_test_loopback 1000000 1 0 1 16 1 4096,TIMEOUT,20180728-220422
 spi_test_loopback 1000000 1 0 2 4 0 4096,TIMEOUT,20180728-220522
 spi_test_loopback 1000000 1 0 2 4 1 4096,TIMEOUT,20180728-220622
 spi_test_loopback 1000000 1 0 2 5 0 4096,TIMEOUT,20180728-220722
 spi_test_loopback 1000000 1 0 2 5 1 4096,TIMEOUT,20180728-220822
 spi_test_loopback 1000000 1 0 2 6 0 4096,TIMEOUT,20180728-220922
 spi_test_loopback 1000000 1 0 2 6 1 4096,TIMEOUT,20180728-221022
 spi_test_loopback 1000000 1 0 2 7 0 4096,TIMEOUT,20180728-221122
 spi_test_loopback 1000000 1 0 2 7 1 4096,TIMEOUT,20180728-221223
 spi_test_loopback 1000000 1 0 2 8 0 4096,TIMEOUT,20180728-221323
 spi_test_loopback 1000000 1 0 2 8 1 4096,TIMEOUT,20180728-221423
 spi_test_loopback 1000000 1 0 2 9 0 4096,TIMEOUT,20180728-221523
 spi_test_loopback 1000000 1 0 2 9 1 4096,TIMEOUT,20180728-221623
 spi_test_loopback 1000000 1 0 2 10 0 4096,TIMEOUT,20180728-221723
 spi_test_loopback 1000000 1 0 2 10 1 4096,TIMEOUT,20180728-221823
 spi_test_loopback 1000000 1 0 2 11 0 4096,TIMEOUT,20180728-221923
 spi_test_loopback 1000000 1 0 2 11 1 4096,TIMEOUT,20180728-222024
 spi_test_loopback 1000000 1 0 2 12 0 4096,TIMEOUT,20180728-222124
 spi_test_loopback 1000000 1 0 2 12 1 4096,TIMEOUT,20180728-222224
 spi_test_loopback 1000000 1 0 2 13 0 4096,TIMEOUT,20180728-222324
 spi_test_loopback 1000000 1 0 2 13 1 4096,TIMEOUT,20180728-222424
 spi_test_loopback 1000000 1 0 2 14 0 4096,TIMEOUT,20180728-222524
 spi_test_loopback 1000000 1 0 2 14 1 4096,TIMEOUT,20180728-222624
 spi_test_loopback 1000000 1 0 2 15 0 4096,TIMEOUT,20180728-222724
 spi_test_loopback 1000000 1 0 2 15 1 4096,TIMEOUT,20180728-222825
 spi_test_loopback 1000000 1 0 2 16 0 4096,TIMEOUT,20180728-222925
 spi_test_loopback 1000000 1 0 2 16 1 4096,TIMEOUT,20180728-223025
 spi_test_loopback 1000000 1 0 3 4 0 4096,TIMEOUT,20180728-223125
 spi_test_loopback 1000000 1 0 3 4 1 4096,TIMEOUT,20180728-223225
 spi_test_loopback 1000000 1 0 3 5 0 4096,TIMEOUT,20180728-223325
 spi_test_loopback 1000000 1 0 3 5 1 4096,TIMEOUT,20180728-223425
 spi_test_loopback 1000000 1 0 3 6 0 4096,TIMEOUT,20180728-223525
 spi_test_loopback 1000000 1 0 3 6 1 4096,TIMEOUT,20180728-223626
 spi_test_loopback 1000000 1 0 3 7 0 4096,TIMEOUT,20180728-223726
 spi_test_loopback 1000000 1 0 3 7 1 4096,TIMEOUT,20180728-223826
 spi_test_loopback 1000000 1 0 3 8 0 4096,TIMEOUT,20180728-223926
 spi_test_loopback 1000000 1 0 3 8 1 4096,TIMEOUT,20180728-224026
 spi_test_loopback 1000000 1 0 3 9 0 4096,TIMEOUT,20180728-224126
 spi_test_loopback 1000000 1 0 3 9 1 4096,TIMEOUT,20180728-224226
 spi_test_loopback 1000000 1 0 3 10 0 4096,TIMEOUT,20180728-224326
 spi_test_loopback 1000000 1 0 3 10 1 4096,TIMEOUT,20180728-224427
 spi_test_loopback 1000000 1 0 3 11 0 4096,TIMEOUT,20180728-224527
 spi_test_loopback 1000000 1 0 3 11 1 4096,TIMEOUT,20180728-224627
 spi_test_loopback 1000000 1 0 3 12 0 4096,TIMEOUT,20180728-224727
 spi_test_loopback 1000000 1 0 3 12 1 4096,TIMEOUT,20180728-224827
 spi_test_loopback 1000000 1 0 3 13 0 4096,TIMEOUT,20180728-224927
 spi_test_loopback 1000000 1 0 3 13 1 4096,TIMEOUT,20180728-225027
 spi_test_loopback 1000000 1 0 3 14 0 4096,TIMEOUT,20180728-225127
 spi_test_loopback 1000000 1 0 3 14 1 4096,TIMEOUT,20180728-225228
 spi_test_loopback 1000000 1 0 3 15 0 4096,TIMEOUT,20180728-225328
 spi_test_loopback 1000000 1 0 3 15 1 4096,TIMEOUT,20180728-225428
 spi_test_loopback 1000000 1 0 3 16 0 4096,TIMEOUT,20180728-225528
 spi_test_loopback 1000000 1 0 3 16 1 4096,TIMEOUT,20180728-225628
spi_int,TIMEOUT,20180728-225728
